"";"text";"author";"poem"
"35";"
Al llegar la medianoche 
y al romper en llanto el Niño, 
las cien bestias despertaron 
y el establo se hizo vivo. 
Y se fueron acercando, 
y alargaron hasta el Niño 
los cien cuellos anhelantes 
como un bosque sacudido. 
Bajó un buey su aliento al rostro 
y se lo exhaló sin ruido, 
y sus ojos fueron tiernos 
como llenos de rocío. 
Una oveja lo frotaba, 
contra su vellón suavísimo, 
y las manos le lamían, 
en cuclillas, dos cabritos... 
Las paredes del establo 
se cubrieron sin sentirlo 
de faisanes, y de ocas, 
y de gallos, y de mirlos. 
Los faisanes descendieron 
y pasaban sobre el Niño 
la gran cola de colores; 
y las ocas de anchos picos, 
arreglábanle las pajas; 
y  el enjambre de los mirlos 
era un velo palpitante 
sobre del recién nacido... 
Y la Virgen, entre cuernos 
y resuellos blanquecinos, 
trastocada iba y venía 
sin poder coger al Niño. 
Y José llegaba riendo 
a acudir a la sin tino. 
Y era como bosque al viento 
el establo conmovido...";"gabriela_mistral";"el_establo"
"36";"
Como escuchase un llanto, me paré en el repecho 
y me acerqué a la puerta del rancho del camino. 
Un niño de ojos dulces me miró desde el lecho. 
¡Y una ternura inmensa me embriagó como un vino! 
La madre se tardó, curvada en el barbecho; 
el niño, al despertar, buscó el pezón de la rosa 
y rompió en llanto... Yo lo estreché contra el pecho, 
y una canción de cuna me subió, temblorosa... 
Por la ventana abierta la luna nos miraba. 
El niño ya dormía, y la canción bañaba, 
como otro resplandor, mi pecho enriquecido... 
Y cuando la mujer, trémula, abrió la puerta, 
me vería en el rostro tanta ventura cierta 
¡que me dejó el infante en los brazos dormido!";"gabriela_mistral";"el_niño_solo"
"37";"
El papagayo verde y amarillo, 
el papagayo verde y azafrán, 
me dijo «fea» con su habla gangosa 
y con su pico que es de Satanás. 
Yo no soy fea, que si fuese fea, 
fea es mi madre parecida al sol, 
fea la luz en que mira mi madre 
y feo el viento en que pone su voz, 
y fea el agua en que cae su cuerpo 
y feo el mundo y Él que lo crió... 
El papagayo verde y amarillo, 
el papagayo verde y tornasol, 
me dijo «fea» porque no ha comido 
y el pan con vino se lo llevo yo, 
que ya me voy cansando de mirarlo 
siempre colgado y siempre tornasol...";"gabriela_mistral";"el_papagayo"
"38";"
Que sopló el viento y se llevó las nubes 
y que en las nubes iba un pavo real, 
que el pavo real era para mi mano 
y que la mano se me va a secar, 
y que la mano le di esta mañana 
al rey que vino para desposar. 
¡Ay que el cielo, ay que el viento, y la nube 
que se van con el pavo real!";"gabriela_mistral";"el_pavo_real"
"39";"
Este largo cansancio se hará mayor un día
y el alma dirá al cuerpo que no quiere seguir
arrastrando su masa por la rosada vía
por donde van los hombres, contentos de vivir...
Sentirás que a tu lado cavan briosamente,
que otra dormida llega a la quieta ciudad.
Esperaré que me hayan cubierto totalmente...
¡y después hablaremos por una eternidad!
Sólo entonces sabrás el por qué, no madura
para las hondas huesas tu carne todavía,
tuviste que bajar, sin fatiga, a dormir.
Se hará luz en la zona de los sinos, oscura:
sabrás que en nuestra alianza signo de astros había
y, roto el pacto enorme, tenías que morir...";"gabriela_mistral";"este_largo_cansancio"
"40";"
Me encontré a este niño 
cuando al campo iba: 
dormido lo he hallado 
en unas espigas... 
O tal vez ha sido 
cruzando la viña: 
al buscar un pámpano 
topé su mejilla... 
Y por eso temo, 
al quedar dormida, 
se evapore como 
la helada en las viñas...";"gabriela_mistral";"hallazgo"
"41";"
Árbol hermano, que clavado 
por garfios pardos en el suelo, 
la clara frente has elevado 
en una intensa sed de cielo; 
hazme piadoso hacia la escoria 
de cuyos limos me mantengo, 
sin que se duerma la memoria 
del país azul de donde vengo. 
Árbol que anuncias al viandante 
la suavidad de tu presencia 
con tu amplia sombra refrescante 
y con el nimbo de tu esencia: 
haz que revele mi presencia, 
en las praderas de la vida, 
mi suave y cálida influencia 
de criatura bendecida. 
Árbol diez veces productor: 
el de la poma sonrosada, 
el del madero constructor, 
el de la brisa perfumada, 
el del follaje amparador; 
el de las gomas suavizantes 
y las resinas milagrosas, 
pleno de brazos agobiantes 
y de gargantas melodiosas: 
hazme en el dar un opulento 
¡para igualarte en lo fecundo, 
el corazón y el pensamiento 
se me hagan vastos como el mundo! 
Y todas las actividades 
no lleguen nunca a fatigarme: 
¡las magnas prodigalidades 
salgan de mí sin agotarme! 
Árbol donde es tan sosegada 
la pulsación del existir, 
y ves mis fuerzas la agitada 
fiebre del mundo consumir: 
hazme sereno, hazme sereno, 
de la viril serenidad 
que dio a los mármoles helenos 
su soplo de divinidad. 
Árbol que no eres otra cosa 
que dulce entraña de mujer, 
pues cada rama mece airosa 
en cada leve nido un ser: 
dame un follaje vasto y denso, 
tanto como han de precisar 
los que en el bosque humano, inmenso, 
rama no hallaron para hogar. 
Árbol que donde quiera aliente 
tu cuerpo lleno de vigor, 
levantarás eternamente 
el mismo gesto amparador: 
haz que a través de todo estado 
?niñez, vejez, placer, dolor? 
levante mi alma un invariado 
y universal gesto de amor!";"gabriela_mistral";"himno_al_árbol"
"42";"
Amado Nervo, suave perfil, labio sonriente; 
Amado Nervo, estrofa y corazón en paz: 
mientras te escribo, tienes losa sobre la frente, 
baja en la nieve tu mortaja inmensamente 
y la tremenda albura cayó sobre tu faz. 
Me escribías: «Soy triste como los solitarios, 
pero he vestido de sosiego mi temblor, 
mi atroz angustia de la mortaja y el osario 
y el ansia viva de Jesucristo, mi Señor». 
¡Pensar que no hay colmena que entregue tu dulzura; 
que entre las lenguas de odio eras lengua de paz; 
que se va el canto mecedor de la amargura, 
que habrá tribulación y no responderás! 
De donde tú cantabas se me levantó el día. 
Cien noches con tu verso yo me he dormido en paz. 
Aun era heroica y fuerte, porque aún te tenía; 
sobre la confusión tu resplandor caía. 
¡Y ahora tú callas, y tienes polvo, y no eres más! 
No te vi nunca. No te veré. Mi Dios lo ha hecho. 
¿Quién te juntó las manos? ¿Quién dio, rota la voz, 
la oración de los muertos al borde de tu lecho? 
¿Quién te alcanzó en los ojos el estupor de Dios? 
Aún me quedan jornadas bajo los soles. ¿Cuándo 
verte, dónde encontrarte y darte mi aflicción, 
sobre la Cruz del Sur que me mira temblando, 
o más allá, donde los vientos van callando, 
y, por impuro, no alcanzará mi corazón? 
Acuérdate de mí ?lodo y ceniza triste? 
cuando estés en tu reino de extasiado zafir. 
A la sombra de Dios, grita lo que supiste: 
que somos huérfanos, que vamos solos, que tú nos viste. 
¡que toda carne con angustia pide morir!";"gabriela_mistral";"in_memoriam"
"43";"
¿Cómo quedan, Señor, durmiendo los suicidas? 
¿Un cuajo entre la boca, las dos sienes vaciadas, 
las lunas de los ojos albas y engrandecidas, 
hacia un ancla invisible las manos orientadas? 
¿O Tú llegas después que los hombres se han ido, 
y les bajas el párpado sobre el ojo cegado, 
acomodas las vísceras sin dolor y sin ruido 
y entrecruzas las manos sobre el pecho callado? 
El rosal que los vivos riegan sobre su huesa 
¿no le pinta a sus rosas unas formas de heridas? 
¿No tiene acre el olor, sombría la belleza 
y las frondas menguadas de serpientes tejidas? 
Y responde, Señor: Cuando se fuga el alma 
por la mojada puerta de las largas heridas, 
¿entra en la zona tuya hendiendo el aire en calma 
o se oye un crepitar de alas enloquecidas? 
¿Angosto cerco lívido se aprieta en torno suyo? 
¿El éter es un campo de monstruos florecido? 
¿En el pavor no aciertan ni con el nombre tuyo? 
¿O van gritando sobre tu corazón dormido? 
¿No hay un rayo de sol que los alcance un día? 
¿No hay agua que los lave de sus estigmas rojos? 
¿Para ellos solamente queda tu entraña fría, 
sordo tu oído fino y apretados tus ojos? 
Tal el hombre asegura, por error o malicia; 
mas yo, que te he gustado, como un vino, Señor, 
mientras los otros siguen llamándote Justicia, 
¡no te llamaré nunca otra cosa que Amor! 
Yo sé que como el hombre fue siempre zarpa dura; 
la catarata, vértigo; aspereza, la sierra. 
¡Tú eres el vaso donde se esponjan de dulzura 
los nectarios de todos los huertos de la Tierra!";"gabriela_mistral";"interrogaciones"
"44";"
Tú no oprimas mis manos. 
Llegará el duradero 
tiempo de reposar con mucho polvo 
y sombra en los entretejidos dedos. 
Y dirías: «No puedo 
amarla, porque ya se desgranaron 
como mieses sus dedos». 
Tú no beses mi boca. 
Vendrá el instante lleno 
de luz menguada, en que estaré sin labios 
sobre un mojado suelo. 
Y dirías: «La amé, pero no puedo 
amarla más, ahora que no aspira 
el olor de retamas de mi beso». 
Y me angustiara oyéndote, 
y hablaras loco y ciego, 
que mi mano será sobre tu frente 
cuando rompan mis dedos, 
y bajará sobre tu cara llena 
de ansia mi aliento. 
No me toques, por tanto. Mentiría 
al decir que te entrego 
mi amor en estos brazos extendidos, 
en mi boca, en mi cuello, 
y tú, al creer que lo bebiste todo, 
te engañarías como un niño ciego. 
Porque mi amor no es sólo esta gavilla 
reacia y fatigada de mi cuerpo, 
que tiembla entera al roce del cilicio 
y que se me rezaga en todo vuelo. 
Es lo que está en el beso, y no es el labio; 
lo que rompe la voz, y no es el pecho: 
¡es un viento de Dios, que pasa hendiéndome 
el gajo de las carnes, volandero!";"gabriela_mistral";"íntima"
"45";"
I 
Cajita mía 
de Olinalá, 
palo-rosa, 
jacarandá. 
Cuando la abro 
de golpe da 
su olor de reina 
de Sabá. 
¡Ay, bocanada 
tropical: 
clavo, caoba 
y el copal! 
La pongo aquí, 
la dejo allá; 
por corredores 
viene y va. 
Hierve de grecas 
como un país: 
nopal, venado, 
codorniz, 
los volcanes 
de gran cerviz 
y el indio aéreo 
como el maíz. 
Así la pintan, 
así, así, 
dedos de indio 
o colibrí; 
y así la hace 
de cabal 
mano azteca, 
mano quetzal. 
II 
Cuando la noche 
va a llegar, 
porque me guarde 
de su mal, 
me la pongo 
de cabezal 
donde otros ponen 
su metal. 
Lindos sueños 
que hace soñar; 
hace reír, 
hace llorar: 
Mano a mano 
se pasa el mar, 
sierras mellizas 
campos de arar. 
Se ve al Anáhuac 
rebrillar, 
la bestia-Ajusco 
que va a saltar, 
y por el rumbo 
que lleva al mar, 
a Quetzalcoalt 
se va a alcanzar. 
Ella es mi hálito, 
yo, su andar; 
ella, saber; 
yo, desvariar. 
Y paramos 
como el maná 
donde el camino 
se sobra ya, 
donde nos grita 
un ¡halalá! 
el mujerío 
de Olinalá.";"gabriela_mistral";"la_cajita_de_olinalá"
"46";"
La mesa, hijo, está tendida 
en blancura quieta de nata, 
y en cuatro muros azulea, 
dando relumbres, la cerámica. 
Ésta es la sal, éste el aceite 
y al centro el Pan que casi habla. 
Oro más lindo que oro del Pan 
no está ni en fruta ni en retama, 
y da su olor de espiga y horno 
una dicha que nunca sacia. 
Lo partimos, hijito, juntos, 
con dedos duros y palma blanda, 
y tú lo miras asombrado 
de tierra negra que da flor blanca. 
Baja la mano de comer, 
que tu madre también la baja. 
Los trigos, hijo, son del aire, 
y son del sol y de la azada; 
pero este Pan «cara de Dios»(*) 
no llega a mesas de las casas. 
Y si otros niños no lo tienen, 
mejor, mi hijo, no lo tocaras, 
y no tomarlo mejor sería 
con mano y mano avergonzadas. 
Hijo, el Hambre, cara de mueca, 
en remolino gira las parvas, 
y se buscan y no se encuentran 
el Pan y el hambre corcovada. 
Para que lo halle, si ahora entra, 
el Pan dejemos hasta mañana; 
el fuego ardiendo marque la puerta, 
que el indio quechua nunca cerraba, 
¡y miremos comer al Hambre, 
para dormir con cuerpo y alma!";"gabriela_mistral";"la_casa"
"47";"
Niño pequeño, aparecido, 
que no viniste y que llegaste, 
te contaré lo que tenemos 
y tomarás de nuestra parte.";"gabriela_mistral";"la_cuentamundo"
"48";"
Yo la encontré por mi destino,
de pie a mitad de la pradera, 
gobernadora del que pase, 
del que le hable y que la vea.
Y ella me dijo: ""Sube al monte. 
Yo nunca dejo la pradera, 
y me cortas las flores blancas
como nieves, duras y tiernas.""
Me subí a la ácida montaña,
busqué las flores donde albean,
entre las rocas existiendo 
medio dormidas y despiertas.
Cuando bajé, con carga mía, 
la hallé a mitad de la pradera, 
y fui cubriéndola frenética, 
con un torrente de azucenas.
Y sin mirarse la blancura, 
ella me dijo: ""Tú acarrea 
ahora sólo flores rojas. 
Yo no puedo pasar la pradera.""
Trepe las penas con el venado,
y busqué flores de demencia, 
las que rojean y parecen 
que de rojez vivan y mueran.";"gabriela_mistral";"la_flor_del_aire"
"49";"
Madre mía, en el sueño 
ando por paisajes cardenosos: 
un monte negro que se contornea 
siempre, para alcanzar el otro monte; 
y en el que sigue estás tú vagamente, 
pero siempre hay otro monte redondo 
que circundar, para pagar el paso 
al monte de tu gozo y de mi gozo. 
Mas, a trechos tú misma vas haciendo 
el camino de burlas y de expolio. 
Vamos las dos sintiéndonos, sabiéndonos, 
mas no podemos vernos en los ojos, y no 
podemos trocarnos palabra, 
cual la Eurídice y el Orfeo solos, 
las dos cumpliendo un voto o un castigo, 
ambas con pies y con acentos rotos. 
Pero a veces no vas al lado mío: 
te llevo en mí, en un peso angustioso 
y amoroso a la vez, como pobre hijo 
galeoto a su padre galeoto, 
y hay que enhebrar los cerros repetidos, 
sin decir el secreto doloroso: 
que yo te llevo hurtada a dioses crueles 
y que vamos a un Dios que es de nosotros. 
Y otras veces ni estás cerro adelante, 
ni vas conmigo, ni vas en mi soplo: 
te has disuelto con niebla en las montañas, 
te has cedido al paisaje cardenoso. 
Y me das unas voces de sarcasmo 
desde tres puntos, y en dolor me rompo, 
porque mi cuerpo es uno, el que me diste, 
y tú eres un agua de cien ojos, 
y eres un paisaje de mil brazos, 
nunca más lo que son los amorosos: 
un pecho vivo sobre un pecho vivo, 
nudo de bronce ablandado en sollozo. 
Y nunca estamos, nunca nos quedamos, 
como dicen que quedan los gloriosos, 
delante de su Dios, en dos anillos 
de luz, o en dos medallones absortos, 
ensartados en un rayo de gloria 
o acostados en un cauce de oro. 
O te busco, y no sabes que te busco, 
o vas conmigo, y no te veo el rostro; 
o en mí tú vas, en terrible convenio, 
sin responderme con tu cuerpo sordo, 
siempre por el rosario de los cerros, 
que cobran sangre por entregar gozo, 
y hacen danzar en torno a cada uno, 
¡hasta el momento de la sien ardiendo, 
del cascabel de la antigua demencia 
y de la trampa en el vórtice rojo!";"gabriela_mistral";"la_fuga"
"50";"
Esta agua medrosa y triste, 
como un niño que padece, 
antes de tocar la tierra 
desfallece. 
Quieto el árbol, quieto el viento, 
¡y en el silencio estupendo, 
este fino llanto amargo 
cayendo! 
El cielo es como un inmenso 
corazón que se abre, amargo. 
No llueve: es un sangrar lento 
y largo. 
Dentro del hogar, los hombres 
no sienten esta amargura, 
este envío de agua triste 
de la altura. 
Este largo y fatigante 
descender de aguas vencidas, 
hacia la Tierra yacente 
y transida. 
Llueve... y como un chacal trágico 
la noche acecha en la sierra. 
¿Qué va a surgir, en la sombra, 
de la Tierra? 
¿Dormiréis, mientras afuera  
cae, sufriendo, esta agua inerte, 
esta agua letal, hermana 
de la Muerte?";"gabriela_mistral";"la_lluvia_lenta"
"51";"
 ";"gabriela_mistral";"la_madre_triste"
"52";"
Duerme, duerme, dueño mío, 
sin zozobra, sin temor, 
aunque no se duerma mi alma, 
aunque no descanse yo. ";"gabriela_mistral";"la_madre_triste"
"53";"Duerme, duerme y en la noche 
seas tú menos rumor 
que la hoja de la hierba, 
que la seda del vellón. ";"gabriela_mistral";"la_madre_triste"
"54";"Duerma en ti la carne mía, 
mi zozobra, mi temblor. 
En ti ciérrense mis ojos: 
¡duerma en ti mi corazón!";"gabriela_mistral";"la_madre_triste"
"55";"";"gabriela_mistral";"la_madre_triste"
"56";"
 ";"gabriela_mistral";"la_maestra_rural"
"57";"
La Maestra era pura. «Los suaves hortelanos», 
decía, 
«de este predio, que es predio de Jesús, 
han de conservar puros los ojos y las manos, 
guardar claros sus óleos, para dar clara luz». ";"gabriela_mistral";"la_maestra_rural"
"58";"La Maestra era pobre. Su reino no es humano.

(Así en el doloroso sembrador de Israel.) 
Vestía sayas pardas, no enjoyaba su mano 
¡y era todo su espíritu un inmenso joyel! ";"gabriela_mistral";"la_maestra_rural"
"59";"La Maestra era alegre. ¡Pobre mujer herida! 
Su sonrisa fue un modo de llorar con bondad. 
Por sobre la sandalia rota y enrojecida, 
tal sonrisa, la insigne flor de su santidad. ";"gabriela_mistral";"la_maestra_rural"
"60";"¡Dulce ser! En su río de mieles, caudaloso, 
largamente abrevaba sus tigres el dolor! 
Los hierros que le abrieron el pecho generoso 
¡más anchas le dejaron las cuencas del amor! ";"gabriela_mistral";"la_maestra_rural"
"61";"¡Oh, labriego, cuyo hijo de su labio aprendía

el himno y la plegaria, nunca viste el fulgor 
del lucero cautivo que en sus carnes ardía: 
pasaste sin besar su corazón en flor! ";"gabriela_mistral";"la_maestra_rural"
"62";"Campesina, ¿recuerdas que alguna vez prendiste

su nombre a un comentario brutal o baladí? 
Cien veces la miraste, ninguna vez la viste 
¡y en el solar de tu hijo, de ella hay más que de ti! ";"gabriela_mistral";"la_maestra_rural"
"63";"Pasó por él su fina, su delicada esteva, 
abriendo surcos donde alojar perfección. 
La albada de virtudes de que lento se nieva 
es suya. Campesina, ¿no le pides perdón? ";"gabriela_mistral";"la_maestra_rural"
"64";"Daba sombra por una selva su encina hendida 
el día en que la muerte la convidó a partir. 
Pensando en que su madre la esperaba dormida, 
a La de Ojos Profundos se dio sin resistir. ";"gabriela_mistral";"la_maestra_rural"
"65";"Y en su Dios se ha dormido, como un cojín de 
luna; 
almohada de sus sienes, una constelación; 
canta el Padre para ella sus canciones de cuna 
¡y la paz llueve largo sobre su corazón! ";"gabriela_mistral";"la_maestra_rural"
"66";"Como un henchido vaso, traía el alma hecha 
para volcar aljófares sobre la humanidad; 
y era su vida humana la dilatada brecha 
que suele abrirse el Padre para echar claridad. ";"gabriela_mistral";"la_maestra_rural"
"67";"Por eso aún el polvo de sus huesos sustenta 
púrpura de rosales de violento llamear. 
¡Y el cuidador de tumbas, como aroma, me cuenta, las 
plantas del que huella sus huesos, al pasar!";"gabriela_mistral";"la_maestra_rural"
"68";" ";"gabriela_mistral";"la_maestra_rural"
"69";"
Que mi dedito lo cogió una almeja, 
y que la almeja se cayó en la arena, 
y que la arena se la tragó el mar. 
Y que del mar la pescó un ballenero 
y el ballenero llegó a Gibraltar; 
y que en Gibraltar cantan pescadores: 
«Novedad de tierra sacamos del mar, 
novedad de un dedito de niña: 
¡la que esté manca lo venga a buscar!»";"gabriela_mistral";"la_manca"
"70";"Que me den un barco para ir a traerlo, 
y para el barco me den capitán, 
para el capitán que me den soldada, 
y que por soldada pide la ciudad: 
Marsella con torres y plazas y barcos, 
de todo el mundo la mejor ciudad, 
que no será hermosa con una niñita 
a la que le robó su dedito el mar, 
y los balleneros en pregones cantan 
y están esperando sobre Gibraltar...";"gabriela_mistral";"la_manca"
"71";"
Por que duermas, hijo mío, 
el ocaso no arde más: 
no hay más brillo que el rocío, 
más blancura que mi faz. 
Por que duermas, hijo mío, 
el camino enmudeció: 
nadie gime sino el río; 
nada existe sino yo. 
Se anegó de niebla el llano. 
Se encongió el suspiro azul. 
Se ha posado como mano 
sobre el mundo la quietud. 
Yo no sólo fui meciendo 
a mi niño en mi cantar: 
a la Tierra iba durmiendo 
el vaivén del acunar...";"gabriela_mistral";"la_noche"
"72";"
¡Señor! Tú que enseñaste, perdona que yo enseñe; que lleve el nombre de maestra, que Tú llevaste por la Tierra. 
Dame el amor único de mi escuela; que ni la quemadura de la belleza sea capaz de robarle mi ternura de todos los instantes. 
Maestro, hazme perdurable el fervor y pasajero el desencanto. Arranca de mí este impuro deseo de justicia que aún me turba, la mezquina insinuación de protesta que sube de mí cuando me hieren. No me duela la incomprensión ni me entristezca el olvido de las que enseñé. 
Dame el ser más madre que las madres, para poder amar y defender como ellas lo que no es carne de mis carnes. Dame que alcance a hacer de una de mis niñas mi verso perfecto y a dejarte en ella clavada mi más penetrante melodía, para cuando mis labios no canten más. 
Muéstrame posible tu Evangelio en mi tiempo, para que no renuncie a la batalla de cada día y de cada hora por él. 
Pon en mi escuela democrática el resplandor que se cernía sobre tu corro de niños descalzos. 
Hazme fuerte, aun en mi desvalimiento de mujer, y de mujer pobre; hazme despreciadora de todo poder que no sea puro, de toda presión que no sea la de tu voluntad ardiente sobre mi vida. 
¡Amigo, acompáñame! ¡Sostenme! Muchas veces no tendré sino a Ti a mi lado. Cuando mi doctrina sea más casta y más quemante mi verdad, me quedaré sin los mundanos; pero Tú me oprimirás entonces contra tu corazón, el que supo harto de soledad y desamparo. Yo no buscaré sino en tu mirada la dulzura de las aprobaciones. 
Dame sencillez y dame profundidad; líbrame de ser complicada o banal en mi lección cotidiana. 
Dame el levantar los ojos de mi pecho con heridas, al entrar cada mañana a mi escuela. Que no lleve a mi mesa de trabajo mis pequeños afanes materiales, mis mezquinos dolores de cada hora. 
Aligérame la mano en el castigo y suavízamela más en la caricia. ¡Reprenda con dolor, para saber que he corregido amando! 
Haz que haga de espíritu mi escuela de ladrillos. Le envuelva la llamarada de mi entusiasmo su atrio pobre, su sala desnuda. Mi corazón le sea más columna y mi buena voluntad más horas que las columnas y el oro de las escuelas ricas. 
Y, por fin, recuérdame desde la palidez del lienzo de Velázquez, que enseñar y amar intensamente sobre la Tierra es llegar al último día con el lanzazo de Longinos en el costado ardiente de amor.";"gabriela_mistral";"la_oración_de_la_maestra"
"73";"
Una en mí maté: 
yo no la amaba. 
Era la flor llameando 
del cactus de montaña; 
era aridez y fuego; 
nunca se refrescaba. 
Piedra y cielo tenía 
a pies y a espadas 
y no bajaba nunca 
a buscar «ojos de agua». 
Donde hacía su siesta, 
las hierbas se enroscaban 
de aliento de su boca 
y brasa de su cara. 
En rápidas resinas 
se endurecía su habla, 
por no caer en linda 
presa soltada. 
Doblarse no sabía 
la planta de montaña, 
y al costado de ella, 
yo me doblaba... 
La dejé que muriese, 
robándole mi entraña. 
Se acabó como el águila 
que no es alimentada. 
Sosegó el aletazo, 
se dobló, lacia, 
y me cayó a la mano 
su pavesa acabada... 
Por ella todavía 
me gimen sus hermanas, 
y las gredas de fuego 
al pasar me desgarran. 
Cruzando yo les digo: 
?Buscad por las quebradas 
y haced con las arcillas 
otra águila abrasada. 
Si no podéis, entonces, 
¡ay!, olvidadla. 
Yo la maté. ¡Vosotras 
también matadla!";"gabriela_mistral";"la_otra"
"74";"
Ésta que era una niña de cera; 
pero no era una niña de cera, 
era una gavilla parada en la era. 
Pero no era una gavilla 
sino la flor tiesa de la maravilla. 
Tampoco era la flor sino que era 
un rayito de sol pegado a la vidriera. 
No era un rayito de sol siquiera: 
una pajita dentro de mis ojitos era. 
¡Alléguense a mirar cómo he perdido entera, 
en este lagrimón, mi fiesta verdadera!";"gabriela_mistral";"la_pajita"
"75";"
Una rata corrió a un venado 
y los venados al jaguar, 
y los jaguares a los búfalos, 
y los búfalos a la mar... 
¡Pillen, pillen a los que se van! 
¡Pillen a la rata pillen al venado, 
pillen a los búfalos y a la mar! 
Miren que la rata de la delantera 
se lleva en las patas lana de bordar, 
y con la lana bordo mi vestido, 
y con el vestido me voy a casar. 
¡Suban y pasen la llanada, 
corran sin aliento, sigan sin parar. 
Vuelen por la novia, y por el cortejo, 
y por la carroza y el velo nupcial.";"gabriela_mistral";"la_rata"
"76";"
Niño indio, si estás cansado, 
tú te acuestas sobre la Tierra, 
y lo mismo si estás alegre, 
hijo mío, juega con ella... 
Se oyen cosas maravillosas 
al tambor indio de la Tierra: 
se oye el fuego que sube y baja 
buscando el cielo, y no sosiega. 
Rueda y rueda, se oyen los ríos 
en cascadas que no se cuentan. 
Se oyen mugir los animales; 
se oye el hacha comer la selva. 
Se oyen sonar telares indios. 
Se oyen trillas, se oyen fiestas. 
Donde el indio lo está llamando, 
el tambor indio le contesta, 
y tañe cerca y tañe lejos, 
como el que huye y que regresa... 
Todo lo toma, todo lo carga 
el lomo santo de la Tierra: 
lo que camina, lo que duerme, 
lo que retoza y lo que pena; 
y lleva vivos y lleva muertos 
el tambor indio de la Tierra. 
Cuando muera, no llores, hijo: 
pecho a pecho ponte con ella, 
y si sujetas los alientos 
como que todo o nada fueras, 
tú escucharás subir su brazo 
que me tenía y que me entrega, 
y la madre que estaba rota 
tú la verás volver entera.";"gabriela_mistral";"la_tierra"
"77";"
Mientras tiene luz el mundo 
y despierto está mi niño, 
por encima de su cara, 
todo es un hacerse guiños. 
Guiños le hace la alameda 
con sus dedos amarillos, 
y tras de ella vienen nubes 
en piruetas de cabritos... 
La cigarra, al mediodía, 
con el frote le hace guiño, 
y la maña de la brisa 
guiña con su pañalito. 
Al venir la noche hace 
guiño socarrón el grillo, 
y en saliendo las estrellas, 
me le harán sus santos guiños... 
Yo le digo a la otra Madre, 
a la llena de caminos: 
""¡Haz que duerma tu pequeño 
para que se duerma el mío!"". 
Y la muy consentidora, 
la rayada de caminos, 
me contesta: «¡Duerme al tuyo 
para que se duerma el mío!».";"gabriela_mistral";"la_tierra_y_la_mujer"
"78";"
Una niña que es inválida 
dijo: ?«¿Cómo danzo yo?» 
Le dijimos que pusiera 
a danzar su corazón... 
Luego dijo la quebrada: 
?«¿Cómo cantaría yo?» 
Le dijimos que pusiera 
a cantar su corazón... 
Dijo el pobre cardo muerto: 
?«¿Cómo danzaría yo?» 
Le dijimos: ?«Pon al viento 
a volar tu corazón...» 
Dijo Dios desde la altura: 
?«¿Cómo bajo del azul?» 
Le dijimos que bajara 
a danzarnos en la luz. 
Todo el valle está danzando 
en un corro bajo el sol, 
y al que no entra se le hace 
tierra, tierra el corazón.";"gabriela_mistral";"los_que_no_danzan"
"79";"
I 
Del nicho helado en que los hombres te pusieron, 
te bajaré a la tierra humilde y soleada. 
Que he de dormirme en ella los hombres no supieron, 
y que hemos de soñar sobre la misma almohada. 
Te acostaré en la tierra soleada con una 
dulcedumbre de madre para el hijo dormido, 
y la tierra ha de hacerse suavidades de cuna 
al recibir tu cuerpo de niño dolorido. 
Luego iré espolvoreando tierra y polvo de rosas, 
y en la azulada y leve polvareda de luna, 
los despojos livianos irán quedando presos. 
Me alejaré cantando mis venganzas hermosas, 
¡porque a ese hondor recóndito la mano de ninguna 
bajará a disputarme tu puñado de huesos! 
II 
Este largo cansancio se hará mayor un día, 
y el alma dirá al cuerpo que no quiere seguir 
arrastrando su masa por la rosada vía, 
por donde van los hombres, contentos de vivir...  
Sentirás que a tu lado cavan briosamente, 
que otra dormida llega a la quieta ciudad. 
Esperaré que me hayan cubierto totalmente... 
¡y después hablaremos por una eternidad!  
Sólo entonces sabrás el por qué no madura, 
para las hondas huesas tu carne todavía, 
tuviste que bajar, sin fatiga, a dormir.  
Se hará luz en la zona de los sinos, oscura; 
sabrás que en nuestra alianza signo de astros había 
y, roto el pacto enorme, tenías que morir... 
III 
Malas manos tomaron tu vida desde el día  
en que, a una señal de astros, dejara su plantel 
nevado de azucenas. En gozo florecía. 
Malas manos entraron trágicamente en él...  
Y yo dije al Señor: ?«Por las sendas mortales 
le llevan. ¡Sombra amada que no saben guiar! 
¡Arráncalo, Señor, a esas manos fatales 
o le hundes en el largo sueño que sabes dar!  
»¡No le puedo gritar, no le puedo seguir! 
Su barca empuja un negro viento de tempestad. 
Retórnalo a mis brazos o le siegas en flor».  
Se detuvo la barca rosa de su vivir... 
¿Que no sé del amor, que no tuve piedad? 
¡Tú que vas a juzgarme, lo comprendes, Señor!";"gabriela_mistral";"los_sonetos_de_la_muerte"
